station,rg,af_point,Q_Count,A Count,P count,M count,D count,IS1,IS2,IS3,X1,X2,X4,lv
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,R17,30.0,1,1,0,0,1,1,0,0,0,0,1,1
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,R18,100.0,1,1,1,0,0,0,0,1,0,0,1,1
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,R19,0.0,3,0,0,0,0,0,0,0,0,0,0,1
สถานีขนส่งสตูล,R01,75.44,3,28,19,8,1,7,9,9,6,6,13,1
สถานีขนส่งสตูล,R02,0.0,1,2,1,0,1,0,1,0,1,0,0,1
สถานีขนส่งสตูล,R03,91.25,1,8,7,0,1,4,4,0,3,3,2,1
สถานีขนส่งสตูล,R04,100.0,1,1,1,0,0,0,0,1,1,0,0,1
สถานีขนส่งสตูล,R05,40.0,3,9,0,3,6,6,3,0,0,3,6,1
สถานีขนส่งสตูล,R06,75.0,1,4,2,1,1,2,2,0,1,0,3,1
สถานีขนส่งสตูล,R07,51.67,1,6,2,0,4,4,1,1,0,2,4,1
สถานีขนส่งสตูล,R08,96.25,2,8,7,1,0,2,6,0,2,0,6,1
สถานีขนส่งสตูล,R09,91.11,1,9,8,0,1,6,1,2,2,3,4,1
สถานีขนส่งสตูล,R10,0.0,2,2,0,0,2,0,2,0,2,0,0,1
สถานีขนส่งสตูล,R11,,0,0,0,0,0,0,0,0,0,0,0,1
สถานีขนส่งสตูล,R12,81.88,2,16,14,2,0,6,4,4,4,2,8,1
สถานีขนส่งสตูล,R13,46.25,2,8,2,2,4,4,0,4,4,0,4,1
สถานีขนส่งสตูล,R15,47.5,1,4,1,0,3,4,0,0,0,0,4,1
สถานีขนส่งสตูล,R17,30.0,2,2,0,0,2,2,0,0,0,0,2,1
สถานีขนส่งสตูล,R18,100.0,1,1,1,0,0,0,0,1,0,0,1,1
สถานีขนส่งสตูล,R19,,0,0,0,0,0,0,0,0,0,0,0,1
สถานีขนส่งหาดใหญ่,R01,37.14,1,7,2,1,4,2,1,3,1,1,4,1
สถานีขนส่งหาดใหญ่,R02,,0,0,0,0,0,0,0,0,0,0,0,1
สถานีขนส่งหาดใหญ่,R03,62.78,3,18,7,6,5,6,12,0,9,3,6,1
สถานีขนส่งหาดใหญ่,R04,100.0,1,1,1,0,0,0,0,1,1,0,0,1
สถานีขนส่งหาดใหญ่,R05,42.0,5,13,0,5,8,8,5,0,0,5,8,1
สถานีขนส่งหาดใหญ่,R06,,0,0,0,0,0,0,0,0,0,0,0,1
สถานีขนส่งหาดใหญ่,R07,100.0,2,12,12,0,0,8,2,2,0,4,8,1
สถานีขนส่งหาดใหญ่,R08,47.92,3,12,3,2,7,3,9,0,3,0,9,1
สถานีขนส่งหาดใหญ่,R09,91.11,1,9,8,0,1,6,1,2,2,3,4,1
สถานีขนส่งหาดใหญ่,R10,0.0,1,1,0,0,1,0,1,0,1,0,0,1
สถานีขนส่งหาดใหญ่,R11,57.5,1,4,1,1,2,4,0,0,0,0,4,1
สถานีขนส่งหาดใหญ่,R12,65.21,3,24,14,6,4,9,6,6,6,3,12,1
สถานีขนส่งหาดใหญ่,R13,37.75,5,16,3,5,8,8,0,8,8,0,8,1
สถานีขนส่งหาดใหญ่,R15,53.33,1,3,1,0,2,3,0,0,0,0,3,1
สถานีขนส่งหาดใหญ่,R17,33.5,4,8,0,2,6,7,1,0,0,1,7,1
สถานีขนส่งหาดใหญ่,R18,100.0,1,1,1,0,0,0,0,1,0,0,1,1
สถานีขนส่งหาดใหญ่,R19,0.0,1,0,0,0,0,0,0,0,0,0,0,1
สถานีรถไฟชุมทางทุ่งสง,R01,,0,0,0,0,0,0,0,0,0,0,0,1
สถานีรถไฟชุมทางทุ่งสง,R02,0.0,2,4,2,0,2,0,2,0,2,0,0,1
สถานีรถไฟชุมทางทุ่งสง,R03,79.17,6,36,24,5,7,13,23,0,17,7,12,1
สถานีรถไฟชุมทางทุ่งสง,R04,,0,0,0,0,0,0,0,0,0,0,0,1
สถานีรถไฟชุมทางทุ่งสง,R05,43.33,3,7,0,3,4,4,3,0,0,3,4,1
สถานีรถไฟชุมทางทุ่งสง,R06,76.88,2,8,5,1,2,4,4,0,2,0,6,1
สถานีรถไฟชุมทางทุ่งสง,R07,65.0,1,6,3,0,3,4,1,1,0,2,4,1
สถานีรถไฟชุมทางทุ่งสง,R08,84.58,3,12,9,1,2,3,9,0,3,0,9,1
สถานีรถไฟชุมทางทุ่งสง,R09,69.38,1,8,4,2,2,5,1,2,2,3,3,1
สถานีรถไฟชุมทางทุ่งสง,R10,72.5,1,4,2,1,1,3,1,0,1,2,1,1
สถานีรถไฟชุมทางทุ่งสง,R11,57.5,3,12,3,3,6,12,0,0,0,0,12,1
สถานีรถไฟชุมทางทุ่งสง,R12,69.88,5,40,27,7,6,15,10,10,10,5,20,1
สถานีรถไฟชุมทางทุ่งสง,R13,58.75,2,8,3,2,3,4,0,4,4,0,4,1
สถานีรถไฟชุมทางทุ่งสง,R15,65.0,1,4,2,0,2,4,0,0,0,0,4,1
สถานีรถไฟชุมทางทุ่งสง,R17,51.0,2,6,3,0,3,5,1,0,0,1,5,1
สถานีรถไฟชุมทางทุ่งสง,R18,61.25,1,8,3,1,4,5,2,1,0,1,7,1
สถานีรถไฟชุมทางทุ่งสง,R19,0.0,1,0,0,0,0,0,0,0,0,0,0,1
สถานีรถไฟชุมทางหาดใหญ่,R01,,0,0,0,0,0,0,0,0,0,0,0,1
สถานีรถไฟชุมทางหาดใหญ่,R02,19.64,2,9,2,3,4,2,5,0,2,1,4,1
สถานีรถไฟชุมทางหาดใหญ่,R03,61.35,4,28,12,6,10,12,16,0,12,8,8,1
สถานีรถไฟชุมทางหาดใหญ่,R04,100.0,1,1,1,0,0,0,0,1,1,0,0,1
สถานีรถไฟชุมทางหาดใหญ่,R05,43.33,3,7,0,3,4,4,3,0,0,3,4,1
สถานีรถไฟชุมทางหาดใหญ่,R06,,0,0,0,0,0,0,0,0,0,0,0,1
สถานีรถไฟชุมทางหาดใหญ่,R07,88.33,3,18,15,0,3,12,3,3,0,6,12,1
สถานีรถไฟชุมทางหาดใหญ่,R08,91.25,4,16,14,0,2,4,12,0,4,0,12,1
สถานีรถไฟชุมทางหาดใหญ่,R09,86.67,1,9,7,1,1,6,1,2,2,3,4,1
สถานีรถไฟชุมทางหาดใหญ่,R10,100.0,1,4,4,0,0,3,1,0,1,2,1,1
สถานีรถไฟชุมทางหาดใหญ่,R11,0.0,1,0,0,0,0,0,0,0,0,0,0,1
สถานีรถไฟชุมทางหาดใหญ่,R12,64.06,4,32,18,8,6,12,8,8,8,4,16,1
สถานีรถไฟชุมทางหาดใหญ่,R13,,0,0,0,0,0,0,0,0,0,0,0,1
สถานีรถไฟชุมทางหาดใหญ่,R15,47.5,2,8,2,0,6,8,0,0,0,0,8,1
สถานีรถไฟชุมทางหาดใหญ่,R17,30.0,4,4,0,0,4,4,0,0,0,0,4,1
สถานีรถไฟชุมทางหาดใหญ่,R18,66.67,1,9,3,3,3,6,2,1,0,1,8,1
สถานีรถไฟชุมทางหาดใหญ่,R19,0.0,1,0,0,0,0,0,0,0,0,0,0,1
สถานีรถไฟชุมพร,R01,62.63,9,71,37,23,11,20,15,27,12,12,38,1
สถานีรถไฟชุมพร,R02,22.38,4,32,4,7,21,12,16,0,7,6,15,1
สถานีรถไฟชุมพร,R03,85.0,1,8,5,3,0,4,4,0,3,3,2,1
สถานีรถไฟชุมพร,R04,100.0,1,1,1,0,0,0,0,1,1,0,0,1
สถานีรถไฟชุมพร,R05,66.67,1,6,2,2,2,3,3,0,0,1,5,1
สถานีรถไฟชุมพร,R06,42.5,1,2,0,1,1,1,1,0,1,0,1,1
สถานีรถไฟชุมพร,R07,71.67,3,18,9,3,6,12,3,3,0,6,12,1
สถานีรถไฟชุมพร,R08,53.75,1,4,1,1,2,1,3,0,1,0,3,1
สถานีรถไฟชุมพร,R09,0.0,1,1,0,0,1,0,0,1,1,0,0,1
สถานีรถไฟชุมพร,R10,36.25,2,5,1,3,1,3,2,0,2,2,1,1
สถานีรถไฟชุมพร,R11,75.0,2,8,4,2,2,8,0,0,0,0,8,1
สถานีรถไฟชุมพร,R12,70.83,2,12,7,1,4,6,4,2,2,2,8,1
สถานีรถไฟชุมพร,R13,20.0,2,8,0,1,7,4,0,4,4,0,4,1
สถานีรถไฟชุมพร,R15,47.5,1,4,1,0,3,4,0,0,0,0,4,1
สถานีรถไฟชุมพร,R17,30.0,1,1,0,0,1,1,0,0,0,0,1,1
สถานีรถไฟชุมพร,R18,71.43,1,7,3,2,2,4,2,1,0,1,6,1
สถานีรถไฟชุมพร,R19,,0,0,0,0,0,0,0,0,0,0,0,1
สถานีรถไฟตรัง,R01,46.07,2,13,5,3,5,3,2,6,2,2,7,1
สถานีรถไฟตรัง,R02,0.0,1,2,1,0,1,0,1,0,1,0,0,1
สถานีรถไฟตรัง,R03,90.94,2,16,14,1,1,8,8,0,6,6,4,1
สถานีรถไฟตรัง,R04,,0,0,0,0,0,0,0,0,0,0,0,1
สถานีรถไฟตรัง,R05,53.33,1,3,0,2,1,2,1,0,0,1,2,1
สถานีรถไฟตรัง,R06,65.0,2,8,4,0,4,4,4,0,2,0,6,1
สถานีรถไฟตรัง,R07,80.0,2,9,7,0,2,5,2,2,0,4,5,1
สถานีรถไฟตรัง,R08,85.83,3,12,9,1,2,3,9,0,3,0,9,1
สถานีรถไฟตรัง,R09,67.78,1,9,5,1,3,6,1,2,2,3,4,1
สถานีรถไฟตรัง,R10,82.5,1,4,2,2,0,3,1,0,1,2,1,1
สถานีรถไฟตรัง,R11,75.0,1,4,2,1,1,4,0,0,0,0,4,1
สถานีรถไฟตรัง,R12,73.12,3,24,18,3,3,9,6,6,6,3,12,1
สถานีรถไฟตรัง,R13,50.0,1,4,2,0,2,2,0,2,2,0,2,1
สถานีรถไฟตรัง,R15,47.5,2,8,2,0,6,8,0,0,0,0,8,1
สถานีรถไฟตรัง,R17,30.0,2,2,0,0,2,2,0,0,0,0,2,1
สถานีรถไฟตรัง,R18,100.0,1,1,1,0,0,0,0,1,0,0,1,1
สถานีรถไฟตรัง,R19,0.0,1,0,0,0,0,0,0,0,0,0,0,1
สถานีรถไฟปัตตานี (โคกโพธิ์),R01,24.33,3,12,8,3,1,3,3,3,2,2,5,1
สถานีรถไฟปัตตานี (โคกโพธิ์),R02,0.0,1,2,1,0,1,0,1,0,1,0,0,1
สถานีรถไฟปัตตานี (โคกโพธิ์),R03,65.0,3,8,6,1,1,2,6,0,5,1,2,1
สถานีรถไฟปัตตานี (โคกโพธิ์),R04,100.0,1,1,1,0,0,0,0,1,1,0,0,1
สถานีรถไฟปัตตานี (โคกโพธิ์),R05,40.0,1,3,0,1,2,2,1,0,0,1,2,1
สถานีรถไฟปัตตานี (โคกโพธิ์),R06,70.0,2,8,4,1,3,4,4,0,2,0,6,1
สถานีรถไฟปัตตานี (โคกโพธิ์),R07,60.0,1,6,2,1,3,4,1,1,0,2,4,1
สถานีรถไฟปัตตานี (โคกโพธิ์),R08,87.92,3,12,9,2,1,3,9,0,3,0,9,1
สถานีรถไฟปัตตานี (โคกโพธิ์),R09,65.62,1,8,4,1,3,5,1,2,2,2,4,1
สถานีรถไฟปัตตานี (โคกโพธิ์),R10,0.0,1,1,0,0,1,0,1,0,1,0,0,1
สถานีรถไฟปัตตานี (โคกโพธิ์),R11,75.0,1,4,2,1,1,4,0,0,0,0,4,1
สถานีรถไฟปัตตานี (โคกโพธิ์),R12,68.75,4,32,22,4,6,12,8,8,8,4,16,1
สถานีรถไฟปัตตานี (โคกโพธิ์),R13,32.5,2,8,2,0,6,4,0,4,4,0,4,1
สถานีรถไฟปัตตานี (โคกโพธิ์),R15,92.5,1,4,3,1,0,4,0,0,0,0,4,1
สถานีรถไฟปัตตานี (โคกโพธิ์),R17,30.0,1,1,0,0,1,1,0,0,0,0,1,1
สถานีรถไฟปัตตานี (โคกโพธิ์),R18,100.0,1,1,1,0,0,0,0,1,0,0,1,1
สถานีรถไฟปัตตานี (โคกโพธิ์),R19,0.0,2,0,0,0,0,0,0,0,0,0,0,1
สถานีรถไฟพัทลุง,R01,77.14,1,7,5,2,0,2,1,3,1,1,4,1
สถานีรถไฟพัทลุง,R02,17.92,2,8,2,2,4,2,4,0,2,0,4,1
สถานีรถไฟพัทลุง,R03,79.58,3,24,18,1,5,12,12,0,9,9,6,1
สถานีรถไฟพัทลุง,R04,100.0,1,1,1,0,0,0,0,1,1,0,0,1
สถานีรถไฟพัทลุง,R05,73.67,2,8,4,3,1,4,4,0,0,2,6,1
สถานีรถไฟพัทลุง,R06,,0,0,0,0,0,0,0,0,0,0,0,1
สถานีรถไฟพัทลุง,R07,100.0,3,9,9,0,0,3,3,3,0,6,3,1
สถานีรถไฟพัทลุง,R08,88.33,3,12,10,0,2,3,9,0,3,0,9,1
สถานีรถไฟพัทลุง,R09,71.11,1,9,5,2,2,6,1,2,2,3,4,1
สถานีรถไฟพัทลุง,R10,100.0,1,4,4,0,0,3,1,0,1,2,1,1
สถานีรถไฟพัทลุง,R11,82.5,2,8,6,0,2,8,0,0,0,0,8,1
สถานีรถไฟพัทลุง,R12,71.25,2,16,11,3,2,6,4,4,4,2,8,1
สถานีรถไฟพัทลุง,R13,,0,0,0,0,0,0,0,0,0,0,0,1
สถานีรถไฟพัทลุง,R15,65.0,1,4,2,0,2,4,0,0,0,0,4,1
สถานีรถไฟพัทลุง,R17,30.0,2,2,0,0,2,2,0,0,0,0,2,1
สถานีรถไฟพัทลุง,R18,100.0,1,1,1,0,0,0,0,1,0,0,1,1
สถานีรถไฟพัทลุง,R19,0.0,1,0,0,0,0,0,0,0,0,0,0,1
สถานีรถไฟยะลา,R01,42.25,2,17,6,3,8,5,4,6,3,3,9,1
สถานีรถไฟยะลา,R02,48.81,3,21,8,5,8,6,12,0,3,3,12,1
สถานีรถไฟยะลา,R03,59.83,5,28,18,2,8,11,17,0,13,7,8,1
สถานีรถไฟยะลา,R04,100.0,1,1,1,0,0,0,0,1,1,0,0,1
สถานีรถไฟยะลา,R05,49.17,2,5,0,3,2,3,2,0,0,2,3,1
สถานีรถไฟยะลา,R06,58.12,4,16,5,4,7,8,8,0,4,0,12,1
สถานีรถไฟยะลา,R07,60.0,4,24,8,4,12,16,4,4,0,8,16,1
สถานีรถไฟยะลา,R08,80.83,3,12,8,2,2,3,9,0,3,0,9,1
สถานีรถไฟยะลา,R09,57.5,2,18,6,6,6,12,2,4,4,6,8,1
สถานีรถไฟยะลา,R10,72.5,1,4,2,1,1,3,1,0,1,2,1,1
สถานีรถไฟยะลา,R11,0.0,1,0,0,0,0,0,0,0,0,0,0,1
สถานีรถไฟยะลา,R12,47.81,2,16,6,3,7,6,4,4,4,2,8,1
สถานีรถไฟยะลา,R13,46.25,2,8,2,2,4,4,0,4,4,0,4,1
สถานีรถไฟยะลา,R15,47.5,1,4,1,0,3,4,0,0,0,0,4,1
สถานีรถไฟยะลา,R17,30.0,2,2,0,0,2,2,0,0,0,0,2,1
สถานีรถไฟยะลา,R18,100.0,1,1,1,0,0,0,0,1,0,0,1,1
สถานีรถไฟยะลา,R19,0.0,3,0,0,0,0,0,0,0,0,0,0,1
สถานีรถไฟสุราษฎร์ธานี,R01,35.38,4,22,14,6,2,6,6,6,4,4,10,1
สถานีรถไฟสุราษฎร์ธานี,R02,21.79,2,9,3,2,4,2,5,0,2,1,4,1
สถานีรถไฟสุราษฎร์ธานี,R03,73.0,5,30,19,2,9,10,20,0,15,5,10,1
สถานีรถไฟสุราษฎร์ธานี,R04,,0,0,0,0,0,0,0,0,0,0,0,1
สถานีรถไฟสุราษฎร์ธานี,R05,42.5,2,5,0,2,3,3,2,0,0,2,3,1
สถานีรถไฟสุราษฎร์ธานี,R06,,0,0,0,0,0,0,0,0,0,0,0,1
สถานีรถไฟสุราษฎร์ธานี,R07,76.67,1,6,3,2,1,4,1,1,0,2,4,1
สถานีรถไฟสุราษฎร์ธานี,R08,82.5,3,12,9,0,3,3,9,0,3,0,9,1
สถานีรถไฟสุราษฎร์ธานี,R09,0.0,1,1,0,0,1,0,0,1,1,0,0,1
สถานีรถไฟสุราษฎร์ธานี,R10,72.5,1,4,1,3,0,3,1,0,1,2,1,1
สถานีรถไฟสุราษฎร์ธานี,R11,0.0,2,0,0,0,0,0,0,0,0,0,0,1
สถานีรถไฟสุราษฎร์ธานี,R12,69.38,4,32,20,8,4,12,8,8,8,4,16,1
สถานีรถไฟสุราษฎร์ธานี,R13,32.5,1,4,1,0,3,2,0,2,2,0,2,1
สถานีรถไฟสุราษฎร์ธานี,R15,100.0,1,4,4,0,0,4,0,0,0,0,4,1
สถานีรถไฟสุราษฎร์ธานี,R17,30.0,4,4,0,0,4,4,0,0,0,0,4,1
สถานีรถไฟสุราษฎร์ธานี,R18,58.89,1,9,2,3,4,6,2,1,0,1,8,1
สถานีรถไฟสุราษฎร์ธานี,R19,0.0,1,0,0,0,0,0,0,0,0,0,0,1
สถานีรถไฟสุไหงโก-ลก,R01,84.0,1,10,8,2,0,3,3,3,2,2,5,1
สถานีรถไฟสุไหงโก-ลก,R02,36.04,2,17,3,4,10,6,9,0,3,3,9,1
สถานีรถไฟสุไหงโก-ลก,R03,79.95,12,75,48,15,12,28,47,0,35,16,24,1
สถานีรถไฟสุไหงโก-ลก,R04,100.0,1,1,1,0,0,0,0,1,1,0,0,1
สถานีรถไฟสุไหงโก-ลก,R05,47.33,3,9,2,4,3,4,5,0,0,3,6,1
สถานีรถไฟสุไหงโก-ลก,R06,75.0,1,4,2,1,1,2,2,0,1,0,3,1
สถานีรถไฟสุไหงโก-ลก,R07,100.0,1,1,1,0,0,0,0,1,0,0,1,1
สถานีรถไฟสุไหงโก-ลก,R08,97.5,3,12,11,1,0,3,9,0,3,0,9,1
สถานีรถไฟสุไหงโก-ลก,R09,78.89,1,9,5,3,1,6,1,2,2,3,4,1
สถานีรถไฟสุไหงโก-ลก,R10,36.25,2,5,1,3,1,3,2,0,2,2,1,1
สถานีรถไฟสุไหงโก-ลก,R11,75.0,1,4,2,1,1,4,0,0,0,0,4,1
สถานีรถไฟสุไหงโก-ลก,R12,58.73,4,31,18,3,10,12,8,7,7,4,16,1
สถานีรถไฟสุไหงโก-ลก,R13,32.5,1,4,1,0,3,2,0,2,2,0,2,1
สถานีรถไฟสุไหงโก-ลก,R15,66.67,1,3,1,1,1,3,0,0,0,0,3,1
สถานีรถไฟสุไหงโก-ลก,R17,43.33,3,7,3,0,4,6,1,0,0,1,6,1
สถานีรถไฟสุไหงโก-ลก,R18,100.0,1,1,1,0,0,0,0,1,0,0,1,1
สถานีรถไฟสุไหงโก-ลก,R19,0.0,2,0,0,0,0,0,0,0,0,0,0,1
ท่าอากาศยานกระบี่,R01,74.44,1,9,6,2,1,3,2,3,1,3,4,2
ท่าอากาศยานกระบี่,R02,,0,0,0,0,0,0,0,0,0,0,0,2
ท่าอากาศยานกระบี่,R03,77.62,7,69,49,0,20,28,41,0,21,20,28,2
ท่าอากาศยานกระบี่,R04,83.84,3,50,35,8,7,35,6,9,9,14,27,2
ท่าอากาศยานกระบี่,R05,66.67,5,19,9,4,6,12,7,0,0,5,14,2
ท่าอากาศยานกระบี่,R06,78.93,14,84,53,10,21,42,42,0,14,0,70,2
ท่าอากาศยานกระบี่,R07,77.5,1,12,7,2,3,7,1,4,0,2,10,2
ท่าอากาศยานกระบี่,R08,88.71,5,35,29,1,5,15,20,0,5,5,25,2
ท่าอากาศยานกระบี่,R09,75.13,4,112,60,28,24,88,16,8,8,28,76,2
ท่าอากาศยานกระบี่,R10,0.0,1,1,0,0,1,0,1,0,1,0,0,2
ท่าอากาศยานกระบี่,R11,100.0,2,2,2,0,0,2,0,0,0,0,2,2
ท่าอากาศยานกระบี่,R12,38.01,2,15,6,1,8,8,2,3,3,1,9,2
ท่าอากาศยานกระบี่,R13,26.67,2,3,1,0,2,2,0,1,1,0,2,2
ท่าอากาศยานกระบี่,R15,100.0,1,5,5,0,0,5,0,0,0,0,5,2
ท่าอากาศยานกระบี่,R17,56.59,6,22,9,1,12,21,1,0,0,13,9,2
ท่าอากาศยานกระบี่,R18,83.7,3,27,19,3,5,18,6,3,0,3,24,2
ท่าอากาศยานกระบี่,R19,57.5,1,2,0,2,0,0,1,1,1,1,0,2
ท่าอากาศยานชุมพร,R01,75.45,1,11,7,3,1,4,3,3,2,3,5,2
ท่าอากาศยานชุมพร,R02,53.46,2,26,8,8,10,10,12,2,6,4,14,2
ท่าอากาศยานชุมพร,R03,74.05,14,118,69,14,35,48,70,0,42,19,57,2
ท่าอากาศยานชุมพร,R04,,0,0,0,0,0,0,0,0,0,0,0,2
ท่าอากาศยานชุมพร,R05,58.29,5,23,7,6,10,16,7,0,0,5,18,2
ท่าอากาศยานชุมพร,R06,65.56,9,55,23,12,20,28,27,0,9,0,46,2
ท่าอากาศยานชุมพร,R07,59.17,2,24,8,4,12,14,2,8,0,4,20,2
ท่าอากาศยานชุมพร,R08,87.05,8,56,44,4,8,24,32,0,8,8,40,2
ท่าอากาศยานชุมพร,R09,77.81,5,88,81,4,3,66,14,8,8,21,59,2
ท่าอากาศยานชุมพร,R10,73.75,1,8,3,4,1,6,2,0,1,3,4,2
ท่าอากาศยานชุมพร,R11,100.0,1,2,2,0,0,2,0,0,0,0,2,2
ท่าอากาศยานชุมพร,R12,76.67,2,18,12,0,6,12,4,2,2,2,14,2
ท่าอากาศยานชุมพร,R13,28.75,1,4,0,1,3,2,0,2,2,0,2,2
ท่าอากาศยานชุมพร,R15,100.0,1,4,4,0,0,4,0,0,0,0,4,2
ท่าอากาศยานชุมพร,R17,70.0,4,12,7,0,5,12,0,0,0,8,4,2
ท่าอากาศยานชุมพร,R18,88.75,3,24,19,2,3,15,6,3,0,3,21,2
ท่าอากาศยานชุมพร,R19,,0,0,0,0,0,0,0,0,0,0,0,2
ท่าอากาศยานตรัง,R01,72.42,2,25,16,5,4,9,8,6,4,8,11,2
ท่าอากาศยานตรัง,R02,0.0,2,4,2,0,2,0,2,0,2,0,0,2
ท่าอากาศยานตรัง,R03,77.61,6,70,46,8,16,34,36,0,18,24,28,2
ท่าอากาศยานตรัง,R04,100.0,1,1,1,0,0,0,0,1,1,0,0,2
ท่าอากาศยานตรัง,R05,63.33,3,9,3,3,3,6,3,0,0,3,6,2
ท่าอากาศยานตรัง,R06,87.71,8,48,39,1,8,24,24,0,8,0,40,2
ท่าอากาศยานตรัง,R07,80.42,2,24,15,4,5,14,2,8,0,4,20,2
ท่าอากาศยานตรัง,R08,90.0,5,35,30,0,5,15,20,0,5,5,25,2
ท่าอากาศยานตรัง,R09,63.26,4,83,57,14,12,64,12,7,7,21,55,2
ท่าอากาศยานตรัง,R10,69.38,1,8,2,5,1,6,2,0,1,3,4,2
ท่าอากาศยานตรัง,R11,,0,0,0,0,0,0,0,0,0,0,0,2
ท่าอากาศยานตรัง,R12,46.25,2,8,4,2,2,4,0,2,2,0,4,2
ท่าอากาศยานตรัง,R13,,0,0,0,0,0,0,0,0,0,0,0,2
ท่าอากาศยานตรัง,R15,,0,0,0,0,0,0,0,0,0,0,0,2
ท่าอากาศยานตรัง,R17,50.0,3,9,2,2,5,9,0,0,0,6,3,2
ท่าอากาศยานตรัง,R18,70.0,1,9,4,2,3,6,2,1,0,1,8,2
ท่าอากาศยานตรัง,R19,80.0,1,2,1,1,0,0,1,1,1,1,0,2
ท่าอากาศยานนครศรีธรรมราช,R01,72.4,2,17,12,3,2,5,4,6,2,6,7,2
ท่าอากาศยานนครศรีธรรมราช,R02,0.0,3,6,3,0,3,0,3,0,3,0,0,2
ท่าอากาศยานนครศรีธรรมราช,R03,78.75,22,228,157,16,55,98,130,0,64,73,91,2
ท่าอากาศยานนครศรีธรรมราช,R04,80.71,1,7,3,4,0,4,1,2,2,1,4,2
ท่าอากาศยานนครศรีธรรมราช,R05,56.0,10,37,12,9,16,25,12,0,0,10,27,2
ท่าอากาศยานนครศรีธรรมราช,R06,85.57,8,56,43,3,10,32,24,0,8,0,48,2
ท่าอากาศยานนครศรีธรรมราช,R07,75.12,5,59,28,18,13,34,5,20,0,10,49,2
ท่าอากาศยานนครศรีธรรมราช,R08,92.75,13,91,79,6,6,39,52,0,13,13,65,2
ท่าอากาศยานนครศรีธรรมราช,R09,41.25,4,58,38,9,11,44,8,6,6,14,38,2
ท่าอากาศยานนครศรีธรรมราช,R10,0.0,1,1,0,0,1,0,1,0,1,0,0,2
ท่าอากาศยานนครศรีธรรมราช,R11,,0,0,0,0,0,0,0,0,0,0,0,2
ท่าอากาศยานนครศรีธรรมราช,R12,46.25,1,4,2,1,1,2,0,1,1,0,2,2
ท่าอากาศยานนครศรีธรรมราช,R13,28.75,1,4,0,1,3,2,0,2,2,0,2,2
ท่าอากาศยานนครศรีธรรมราช,R15,72.0,1,5,3,0,2,5,0,0,0,0,5,2
ท่าอากาศยานนครศรีธรรมราช,R17,59.52,7,21,7,5,9,21,0,0,0,14,7,2
ท่าอากาศยานนครศรีธรรมราช,R18,75.83,3,24,14,3,7,15,6,3,0,3,21,2
ท่าอากาศยานนครศรีธรรมราช,R19,77.5,1,2,1,1,0,0,1,1,1,1,0,2
ท่าอากาศยานนราธิวาส,R01,10.0,1,2,1,0,1,0,1,0,0,1,0,2
ท่าอากาศยานนราธิวาส,R02,41.11,2,18,4,4,10,6,10,0,2,2,12,2
ท่าอากาศยานนราธิวาส,R03,79.25,6,60,42,3,15,24,36,0,18,18,24,2
ท่าอากาศยานนราธิวาส,R04,100.0,1,1,1,0,0,0,0,1,1,0,0,2
ท่าอากาศยานนราธิวาส,R05,58.57,7,25,7,7,11,18,7,0,0,7,18,2
ท่าอากาศยานนราธิวาส,R06,78.33,6,38,26,1,11,20,18,0,6,0,32,2
ท่าอากาศยานนราธิวาส,R07,41.67,1,6,1,0,5,4,0,2,0,0,6,2
ท่าอากาศยานนราธิวาส,R08,84.29,5,35,27,1,7,15,20,0,5,5,25,2
ท่าอากาศยานนราธิวาส,R09,68.57,1,28,10,12,6,22,4,2,2,7,19,2
ท่าอากาศยานนราธิวาส,R10,80.83,3,24,12,12,0,18,6,0,3,9,12,2
ท่าอากาศยานนราธิวาส,R11,63.75,1,8,1,5,2,8,0,0,0,0,8,2
ท่าอากาศยานนราธิวาส,R12,28.75,2,8,2,2,4,4,0,2,2,0,4,2
ท่าอากาศยานนราธิวาส,R13,,0,0,0,0,0,0,0,0,0,0,0,2
ท่าอากาศยานนราธิวาส,R15,30.0,1,5,0,0,5,5,0,0,0,0,5,2
ท่าอากาศยานนราธิวาส,R17,50.0,3,9,3,0,6,9,0,0,0,6,3,2
ท่าอากาศยานนราธิวาส,R18,77.78,1,9,5,2,2,6,2,1,0,1,8,2
ท่าอากาศยานนราธิวาส,R19,57.5,1,2,0,2,0,0,1,1,1,1,0,2
ท่าอากาศยานนานาชาติภูเก็ต,R01,87.91,2,22,21,0,1,8,6,6,3,7,10,2
ท่าอากาศยานนานาชาติภูเก็ต,R02,38.39,3,24,12,3,9,8,12,1,5,3,13,2
ท่าอากาศยานนานาชาติภูเก็ต,R03,84.26,10,111,86,5,20,51,60,0,30,33,48,2
ท่าอากาศยานนานาชาติภูเก็ต,R04,91.96,4,66,56,6,4,46,8,12,12,19,35,2
ท่าอากาศยานนานาชาติภูเก็ต,R05,66.67,23,85,37,24,24,54,31,0,0,23,62,2
ท่าอากาศยานนานาชาติภูเก็ต,R06,80.38,6,44,30,4,10,26,18,0,6,0,38,2
ท่าอากาศยานนานาชาติภูเก็ต,R07,76.94,3,36,19,9,8,21,3,12,0,6,30,2
